,Model,Prediction_Time,Size
0,AdaBoost,0.00866389274597168,73615
1,Decision Tree,0.0035011768341064453,31755
2,Gaussian Naive Bayes,0.004407167434692383,134561
3,Nearest Neighbors,0.006489276885986328,1014509
4,Neural Network,0.003905773162841797,3019370
5,Quadratic Discriminant Analysis,0.0049741268157958984,1069006
6,Random Forest,0.009534597396850586,653013
7,Support Vector Machine,0.004210233688354492,684125
