,Model,Prediction_Time,Size
115,Quadratic Discriminant Analysis,0.013137102127075195,8355677
116,Quadratic Discriminant Analysis,0.013083696365356445,8355677
117,Quadratic Discriminant Analysis,0.01368403434753418,8355677
118,Quadratic Discriminant Analysis,0.013082265853881836,8355677
119,Quadratic Discriminant Analysis,0.013654470443725586,8355677
120,Random Forest,0.010802507400512695,219051
121,Random Forest,0.010729789733886719,180354
122,Random Forest,0.01080012321472168,261150
123,Random Forest,0.010879755020141602,250074
124,Random Forest,0.030605316162109375,1003468
125,Random Forest,0.011137723922729492,237516
126,Random Forest,0.011081218719482422,195087
127,Random Forest,0.011254072189331055,285219
128,Random Forest,0.017946958541870117,536067
129,Random Forest,0.01782393455505371,540822
130,Random Forest,0.011777639389038086,257838
131,Random Forest,0.011567831039428711,215433
132,Random Forest,0.011699914932250977,312003
133,Random Forest,0.03984665870666504,1258803
134,Random Forest,0.01905345916748047,513311
135,Random Forest,0.011508703231811523,257838
136,Random Forest,0.011439800262451172,215433
137,Random Forest,0.011831283569335938,312003
138,Random Forest,0.040220022201538086,1258803
139,Random Forest,0.01899433135986328,513311
140,Support Vector Machine,0.010140180587768555,867916
141,Support Vector Machine,0.007429838180541992,501672
142,Support Vector Machine,0.007639408111572266,543700
143,Support Vector Machine,0.009897232055664062,903940
144,Support Vector Machine,0.008877754211425781,717816
145,Support Vector Machine,0.012240409851074219,1012012
146,Support Vector Machine,0.008089780807495117,489664
147,Support Vector Machine,0.0091400146484375,609744
148,Support Vector Machine,0.011721372604370117,981992
149,Support Vector Machine,0.01046609878540039,765848
150,Support Vector Machine,0.015340805053710938,1072052
151,Support Vector Machine,0.009747505187988281,507676
152,Support Vector Machine,0.011090517044067383,627756
153,Support Vector Machine,0.015322685241699219,1054040
154,Support Vector Machine,0.012990474700927734,813880
155,Support Vector Machine,0.01563572883605957,1072052
156,Support Vector Machine,0.009736776351928711,507676
157,Support Vector Machine,0.010940074920654297,627756
158,Support Vector Machine,0.015333890914916992,1054040
159,Support Vector Machine,0.012842178344726562,813880
