,Model,Prediction_Time,Size
0,AdaBoost,0.0216982364654541,69583
1,Decision Tree,0.00445556640625,36417
2,Gaussian Naive Bayes,0.010101318359375,92615
3,Nearest Neighbors,0.0276792049407959,19398951
4,Neural Network,0.006983518600463867,3657374
5,Quadratic Discriminant Analysis,0.031200647354125977,19429184
6,Random Forest,0.014155864715576172,655035
7,Support Vector Machine,0.05746626853942871,3386713
