,Model,Prediction_Time,Size
0,AdaBoost,0.0035049915313720703,29018
1,AdaBoost,0.007555484771728516,59056
2,AdaBoost,0.00852823257446289,59056
3,AdaBoost,0.01604437828063965,121965
4,AdaBoost,0.007611513137817383,59056
5,AdaBoost,0.0035250186920166016,29018
6,AdaBoost,0.003537416458129883,29018
7,AdaBoost,0.007649660110473633,59056
8,AdaBoost,0.007605552673339844,59056
9,AdaBoost,0.0035300254821777344,29018
10,AdaBoost,0.0034830570220947266,29018
11,AdaBoost,0.007682085037231445,59056
12,AdaBoost,0.007570505142211914,59056
13,AdaBoost,0.00760650634765625,59056
14,AdaBoost,0.007621049880981445,59056
15,AdaBoost,0.003448009490966797,29018
16,AdaBoost,0.003492116928100586,29018
17,AdaBoost,0.00348663330078125,29018
18,AdaBoost,0.00765228271484375,59056
19,AdaBoost,0.007587432861328125,59056
20,AdaBoost,0.007648944854736328,59056
21,AdaBoost,0.007619142532348633,59056
22,AdaBoost,0.007678508758544922,59056
23,AdaBoost,0.0035219192504882812,29018
24,AdaBoost,0.011812925338745117,90515
25,AdaBoost,0.015950441360473633,121965
26,AdaBoost,0.0034589767456054688,29018
27,AdaBoost,0.0035381317138671875,29018
28,AdaBoost,0.007676362991333008,59056
29,AdaBoost,0.0037031173706054688,29018
30,AdaBoost,0.007681608200073242,59056
31,AdaBoost,0.0075969696044921875,59056
32,AdaBoost,0.007714271545410156,59056
33,AdaBoost,0.007845878601074219,59056
34,AdaBoost,0.007725715637207031,59056
35,AdaBoost,0.02072763442993164,153424
36,AdaBoost,0.0076444149017333984,59056
37,AdaBoost,0.007679939270019531,59056
38,AdaBoost,0.0034961700439453125,29018
39,AdaBoost,0.0076863765716552734,59056
40,AdaBoost,0.003513813018798828,29018
41,AdaBoost,0.0077648162841796875,59056
42,AdaBoost,0.0077304840087890625,59056
43,AdaBoost,0.0077533721923828125,59056
44,Decision Tree,0.0060427188873291016,27714
45,Decision Tree,0.0034461021423339844,27861
46,Decision Tree,0.0034563541412353516,27861
47,Decision Tree,0.0051937103271484375,27861
48,Decision Tree,0.003482341766357422,27861
49,Decision Tree,0.0034782886505126953,27714
50,Decision Tree,0.0034291744232177734,27714
51,Decision Tree,0.0034389495849609375,27861
52,Decision Tree,0.003341197967529297,27861
53,Decision Tree,0.0033664703369140625,27714
54,Decision Tree,0.0034542083740234375,27714
55,Decision Tree,0.003435373306274414,27861
56,Decision Tree,0.0034389495849609375,27861
57,Decision Tree,0.003463268280029297,27861
58,Decision Tree,0.0034356117248535156,27861
59,Decision Tree,0.003407716751098633,27714
60,Decision Tree,0.003501415252685547,27714
61,Decision Tree,0.0034754276275634766,27714
62,Decision Tree,0.003420591354370117,27861
63,Decision Tree,0.0034291744232177734,27861
64,Decision Tree,0.003421306610107422,27861
65,Decision Tree,0.0034961700439453125,27861
66,Decision Tree,0.005784273147583008,27861
67,Decision Tree,0.0034532546997070312,27714
68,Decision Tree,0.0034284591674804688,28149
69,Decision Tree,0.0034906864166259766,28005
70,Decision Tree,0.0033898353576660156,27714
71,Decision Tree,0.003408193588256836,27714
72,Decision Tree,0.0034470558166503906,27861
73,Decision Tree,0.0033888816833496094,27714
74,Decision Tree,0.0035085678100585938,27861
75,Decision Tree,0.0034706592559814453,27861
76,Decision Tree,0.003415346145629883,27861
77,Decision Tree,0.003432035446166992,27861
78,Decision Tree,0.003443479537963867,27861
79,Decision Tree,0.004127025604248047,28149
80,Decision Tree,0.0034329891204833984,28008
81,Decision Tree,0.0042498111724853516,28008
82,Decision Tree,0.0034422874450683594,27714
83,Decision Tree,0.0034961700439453125,27861
84,Decision Tree,0.0034313201904296875,27714
85,Decision Tree,0.003386974334716797,28005
86,Decision Tree,0.0034332275390625,28005
87,Decision Tree,0.0033462047576904297,27861
88,Gaussian Naive Bayes,0.0035784244537353516,46496
89,Gaussian Naive Bayes,0.003570556640625,46496
90,Gaussian Naive Bayes,0.003522634506225586,46496
91,Gaussian Naive Bayes,0.003508329391479492,46496
92,Gaussian Naive Bayes,0.0036237239837646484,46496
93,Gaussian Naive Bayes,0.0036287307739257812,46496
94,Gaussian Naive Bayes,0.003573894500732422,46496
95,Gaussian Naive Bayes,0.0035400390625,46496
96,Gaussian Naive Bayes,0.0035331249237060547,46496
97,Gaussian Naive Bayes,0.0035696029663085938,46496
98,Gaussian Naive Bayes,0.003565549850463867,46496
99,Gaussian Naive Bayes,0.0036308765411376953,46496
100,Gaussian Naive Bayes,0.0035305023193359375,46496
101,Gaussian Naive Bayes,0.0035190582275390625,46496
102,Gaussian Naive Bayes,0.003489971160888672,46496
103,Gaussian Naive Bayes,0.003459453582763672,46496
104,Gaussian Naive Bayes,0.003575563430786133,46496
105,Gaussian Naive Bayes,0.003564596176147461,46496
106,Gaussian Naive Bayes,0.0035228729248046875,46496
107,Gaussian Naive Bayes,0.0036134719848632812,46496
108,Gaussian Naive Bayes,0.004540443420410156,46496
109,Gaussian Naive Bayes,0.003569364547729492,46496
110,Gaussian Naive Bayes,0.006103992462158203,46496
111,Gaussian Naive Bayes,0.00350189208984375,46496
112,Gaussian Naive Bayes,0.0035665035247802734,46496
113,Gaussian Naive Bayes,0.005709171295166016,46496
114,Gaussian Naive Bayes,0.003479480743408203,46496
115,Gaussian Naive Bayes,0.0035157203674316406,46496
116,Gaussian Naive Bayes,0.0035750865936279297,46496
117,Gaussian Naive Bayes,0.003604888916015625,46496
118,Gaussian Naive Bayes,0.0035696029663085938,46496
119,Gaussian Naive Bayes,0.003538370132446289,46496
120,Gaussian Naive Bayes,0.0035347938537597656,46496
121,Gaussian Naive Bayes,0.003974199295043945,46496
122,Gaussian Naive Bayes,0.003542661666870117,46496
123,Gaussian Naive Bayes,0.003598451614379883,46496
124,Gaussian Naive Bayes,0.0035161972045898438,46496
125,Gaussian Naive Bayes,0.003551483154296875,46496
126,Gaussian Naive Bayes,0.005872011184692383,46496
127,Gaussian Naive Bayes,0.0035920143127441406,46496
128,Gaussian Naive Bayes,0.0036182403564453125,46496
129,Gaussian Naive Bayes,0.005873918533325195,46496
130,Gaussian Naive Bayes,0.003500223159790039,46496
131,Gaussian Naive Bayes,0.0036270618438720703,46496
132,Nearest Neighbors,0.0057277679443359375,203029
133,Nearest Neighbors,0.0052525997161865234,203029
134,Nearest Neighbors,0.006649494171142578,203029
135,Nearest Neighbors,0.005232810974121094,203029
136,Nearest Neighbors,0.0065877437591552734,203029
137,Nearest Neighbors,0.006552457809448242,203029
138,Nearest Neighbors,0.005210399627685547,203029
139,Nearest Neighbors,0.006668567657470703,203029
140,Nearest Neighbors,0.0066339969635009766,203029
141,Nearest Neighbors,0.0051746368408203125,203029
142,Nearest Neighbors,0.0064697265625,203030
143,Nearest Neighbors,0.005244731903076172,247021
144,Nearest Neighbors,0.006541013717651367,247022
145,Nearest Neighbors,0.006661891937255859,247021
146,Nearest Neighbors,0.009441614151000977,247021
147,Nearest Neighbors,0.0052525997161865234,247021
148,Nearest Neighbors,0.005315065383911133,247021
149,Nearest Neighbors,0.006601810455322266,247021
150,Nearest Neighbors,0.005231142044067383,247021
151,Nearest Neighbors,0.006627082824707031,247021
152,Nearest Neighbors,0.005188941955566406,247021
153,Nearest Neighbors,0.005201816558837891,247021
154,Nearest Neighbors,0.006053447723388672,320341
155,Nearest Neighbors,0.005264997482299805,320341
156,Nearest Neighbors,0.0065195560455322266,320342
157,Nearest Neighbors,0.005052089691162109,320342
158,Nearest Neighbors,0.005322933197021484,320341
159,Nearest Neighbors,0.006769418716430664,320341
160,Nearest Neighbors,0.005247831344604492,320341
161,Nearest Neighbors,0.0067560672760009766,320341
162,Nearest Neighbors,0.006552457809448242,320341
163,Nearest Neighbors,0.0067729949951171875,320341
164,Nearest Neighbors,0.005160093307495117,320342
165,Nearest Neighbors,0.006989240646362305,476757
166,Nearest Neighbors,0.005431175231933594,476757
167,Nearest Neighbors,0.005509138107299805,476757
168,Nearest Neighbors,0.006102800369262695,476757
169,Nearest Neighbors,0.0055387020111083984,476757
170,Nearest Neighbors,0.006964206695556641,476757
171,Nearest Neighbors,0.006784200668334961,476757
172,Nearest Neighbors,0.0054666996002197266,476757
173,Nearest Neighbors,0.00687718391418457,476757
174,Nearest Neighbors,0.005475282669067383,476757
175,Nearest Neighbors,0.005485057830810547,476757
176,Neural Network,0.0034723281860351562,769231
177,Neural Network,0.0035080909729003906,1502606
178,Neural Network,0.003488779067993164,770381
179,Neural Network,0.00451207160949707,1500906
180,Neural Network,0.0035750865936279297,2973581
181,Neural Network,0.003541707992553711,2973581
182,Neural Network,0.0035102367401123047,1012185
183,Neural Network,0.0035376548767089844,1015010
184,Neural Network,0.003529071807861328,2971681
185,Neural Network,0.0035567283630371094,2970606
186,Neural Network,0.003550291061401367,1990209
187,Neural Network,0.0035409927368164062,2971805
188,Neural Network,0.003498554229736328,1502005
189,Neural Network,0.003504037857055664,1504780
190,Neural Network,0.0035223960876464844,2969656
191,Neural Network,0.003500223159790039,2972030
192,Neural Network,0.0035181045532226562,1503780
193,Neural Network,0.0035200119018554688,1504780
194,Neural Network,0.003518819808959961,2970156
195,Neural Network,0.0035271644592285156,1503631
196,Neural Network,0.0035088062286376953,2972505
197,Neural Network,0.003979921340942383,523959
198,Neural Network,0.0035278797149658203,769156
199,Neural Network,0.0035250186920166016,1503756
200,Neural Network,0.003465414047241211,770381
201,Neural Network,0.0035567283630371094,2973580
202,Neural Network,0.004401445388793945,2973580
203,Neural Network,0.003554105758666992,2973580
204,Neural Network,0.004456043243408203,768781
205,Neural Network,0.0035529136657714844,2969831
206,Neural Network,0.0035512447357177734,2973580
207,Neural Network,0.0034973621368408203,1015009
208,Neural Network,0.0035576820373535156,2970981
209,Neural Network,0.003586292266845703,2973131
210,Neural Network,0.0035479068756103516,1504780
211,Neural Network,0.003544330596923828,770381
212,Neural Network,0.0035696029663085938,1504780
213,Neural Network,0.0036711692810058594,2973580
214,Neural Network,0.0036978721618652344,2973580
215,Neural Network,0.003560781478881836,1504780
216,Neural Network,0.003623485565185547,2970306
217,Neural Network,0.003563404083251953,1504205
218,Neural Network,0.0035715103149414062,2971180
219,Neural Network,0.0036623477935791016,2973580
220,Quadratic Discriminant Analysis,0.0047566890716552734,212805
221,Quadratic Discriminant Analysis,0.004585742950439453,212805
222,Quadratic Discriminant Analysis,0.003715991973876953,212805
223,Quadratic Discriminant Analysis,0.0038874149322509766,212805
224,Quadratic Discriminant Analysis,0.0036122798919677734,212805
225,Quadratic Discriminant Analysis,0.004652976989746094,212805
226,Quadratic Discriminant Analysis,0.0045926570892333984,212805
227,Quadratic Discriminant Analysis,0.004639625549316406,212805
228,Quadratic Discriminant Analysis,0.00463104248046875,212805
229,Quadratic Discriminant Analysis,0.003561735153198242,212805
230,Quadratic Discriminant Analysis,0.003638744354248047,212805
231,Quadratic Discriminant Analysis,0.0036458969116210938,256797
232,Quadratic Discriminant Analysis,0.003589630126953125,256797
233,Quadratic Discriminant Analysis,0.0036377906799316406,256797
234,Quadratic Discriminant Analysis,0.0046100616455078125,256797
235,Quadratic Discriminant Analysis,0.004662275314331055,256797
236,Quadratic Discriminant Analysis,0.004668712615966797,256797
237,Quadratic Discriminant Analysis,0.0035963058471679688,256797
238,Quadratic Discriminant Analysis,0.004658222198486328,256797
239,Quadratic Discriminant Analysis,0.004612445831298828,256797
240,Quadratic Discriminant Analysis,0.0046727657318115234,256797
241,Quadratic Discriminant Analysis,0.003585338592529297,256797
242,Quadratic Discriminant Analysis,0.0036983489990234375,330120
243,Quadratic Discriminant Analysis,0.00467228889465332,330120
244,Quadratic Discriminant Analysis,0.0039520263671875,330120
245,Quadratic Discriminant Analysis,0.0037174224853515625,330120
246,Quadratic Discriminant Analysis,0.003664731979370117,330120
247,Quadratic Discriminant Analysis,0.003648042678833008,330120
248,Quadratic Discriminant Analysis,0.00360107421875,330120
249,Quadratic Discriminant Analysis,0.0037157535552978516,330120
250,Quadratic Discriminant Analysis,0.004637002944946289,330120
251,Quadratic Discriminant Analysis,0.004689931869506836,330120
252,Quadratic Discriminant Analysis,0.004641294479370117,330120
253,Quadratic Discriminant Analysis,0.003735065460205078,486536
254,Quadratic Discriminant Analysis,0.004807710647583008,486536
255,Quadratic Discriminant Analysis,0.003637552261352539,486536
256,Quadratic Discriminant Analysis,0.0037527084350585938,486536
257,Quadratic Discriminant Analysis,0.00374603271484375,486536
258,Quadratic Discriminant Analysis,0.004784107208251953,486536
259,Quadratic Discriminant Analysis,0.0047149658203125,486536
260,Quadratic Discriminant Analysis,0.0057525634765625,486536
261,Quadratic Discriminant Analysis,0.00469660758972168,486536
262,Quadratic Discriminant Analysis,0.003743410110473633,486536
263,Quadratic Discriminant Analysis,0.003740549087524414,486536
264,Random Forest,0.008903026580810547,98097
265,Random Forest,0.014433622360229492,179589
266,Random Forest,0.00898599624633789,107529
267,Random Forest,0.008849143981933594,108534
268,Random Forest,0.008833169937133789,103035
269,Random Forest,0.014280557632446289,166479
270,Random Forest,0.008914947509765625,93288
271,Random Forest,0.009043455123901367,98262
272,Random Forest,0.014384984970092773,179592
